Adoszam,Cegnev,ir.szam,Szekhely,TEÁOR,Tevekenyseg,e-mail,net_arbevetele,eredmeny,Tulajdonos,Helyseg,Jogallas,Varmegye,Terulet_hektar,Nepesseg,Lakasok_szama,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
10677319-2-44,Raaberlog Kft.,1037,Budapest,5226'25,"Egyéb, szállítást kiegészítő szolgáltatás",info@raaberlog.hu,22005286,1814310,"WINTCO Kereskedelmi és Tanácsadó Korlátolt Felelősségű Társaság,RELOG Kereskedelmi Befektetési és Tanácsadó Krolátolt Felelősségű Társaság,PSS INVEST Korlátolt Felelősségű Társaság,ÁDOR Kereskedelmi Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10587160-2-44,Intersnack Magyarország Kft.,1112,Budapest,1072'25,Tartósított lisztes áru gyártása,chio@chio.hu,32178585,1805128,Intersnack International B. V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14153589-2-43,Vascular Venture Kft.,1095,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",,14578290,1797776,"Kolossvary Capital Korlátolt Felelősségű Társaság,Faber's Holding Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11087120-2-44,HRP Europe Kft.,1033,Budapest,4650'25,"Információtechnológiai, híradástechnikai termék nagykereskedelme",info@hrp.hu,59949702,1796685,"GJJ Komplex Befektető és Szolgáltató Zártkörűen Működő Részvénytársaság,Telc Robert Julius",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23946862-2-43,EX-ID Zrt.,1123,Budapest,8299'25,M.n.s. egyéb üzletmenetet támogató szolgáltatás,ex-id@ex-id.hu,5496991,1788773,Boross László,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12744965-2-42,Keskeny és Társai 2001 Kft.,1158,Budapest,1721'25,Papír csomagolóeszköz gyártása,info@keskeny.hu,17869550,1788095,"Keskeny Árpád Ferencné,Keskeny Árpád Ferenc,Keskeny Árpád",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13117429-2-44,MEGA-LOGISTIC  Zrt,1062,Budapest,8110'25,Építményüzemeltetés,titkarsag@mega-logistic.hu,31441954,1786335,"Lóki Gézáné,Lóki Géza József,Lóki Zita Ágnes,Tamásiné Lóki Szilvia Rózsa,Lóki Géza",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12232079-2-43,Lurdy-Ház Kft.,1097,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",stephan.szakal@lurdyhaz.hu,4501685,1782371,POLMA Anstalt,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23489550-2-44,BRAVOPHONE Kft.,1145,Budapest,4650'25,"Információtechnológiai, híradástechnikai termék nagykereskedelme",info-hu@bravophone.com,84747949,1781857,BRAVOGROUP HOLDING Vagyonkezelő Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10857975-2-44,HUNGAROTRUCK Kft.,1172,Budapest,4781'25,Gépjármű-kiskereskedelem,hungarotruck@daftrucks.com,61710932,1781768,DAF Trucks N.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14191497-2-43,A.M.HUNGARY Kft.,1126,Budapest,7311'25,Reklámügynöki tevékenység,iroda@indoorsales.hu,2854197,1767012,"dr. Várnai Tamás,Tóth Sándor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10901074-2-41,ExtractumPharma zrt.,1044,Budapest,2120'25,Gyógyszerkészítmény gyártása,,10878591,1433750,"Antal Balázs,Nemes József",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25756801-2-42,Petite Geneve Petrovic Kft.,1061,Budapest,4777'25,"Óra-, ékszer-kiskereskedelem",nikola.petrovic@pgp.rs,11796474,1757768,"Petite Geneve Holding Korlátolt Felelősségű Társaság,Petrovic Nikola,Petar Petrovic,Sava Petrovic",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24085410-2-42,Hold Reklám Kft.,1082,Budapest,7311'25,Reklámügynöki tevékenység,holdreklam@gmail.com,3330461,1748324,Közép-Európai Sajtó és Média Alapítvány,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27350944-2-43,BW2 Hárfa Zrt.,1116,Budapest,6811'25,Saját tulajdonú ingatlan adásvétele,bw2harfa@gmail.com,9725971,1746611,"Alíz utca 6 Korlátolt Felelősségű Társaság,Kondorosi Holding Zártkörűen Működő Részvénytársaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13330596-2-41,ARGENTA FAKTOR Zrt.,1026,Budapest,6499'25,M.n.s. egyéb pénzügyi közvetítés,argentafaktor@argenta.hu,3401070,1745595,ARGENTA Kereskedelmi Szolgáltató Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24375058-2-44,Samsung SDS Global SCL Hungary Kft.,1138,Budapest,5231'25,Áruszállítási szolgáltatás közvetítése,info.sds.hu@samsung.com,49844516,1736350,"SAMSUNG SDS CO.,LTD.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10263332-2-44,KPMG Hungária kft,1134,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",info@kpmg.hu,13626957,1716705,"KPMG Administration LTD,Henye István,Rózsai Rezső",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10620386-2-42,3DHISTECH Kft.,1141,Budapest,7210'25,"Természettudományi, műszaki kutatás, kísérleti fejlesztés",adam.kiss@3dhistech.com,17046188,1712072,Dr. Molnár Béla,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
28771944-2-42,IKO International Distribution Kft.,1145,Budapest,6020'25,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",info@ikointdistribution.hu,1929199,1582793,IKO Holding Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26712701-2-43,Raw Facility Management Kft.,1117,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",rawdevelopmentkft@gmail.com,11856294,1709106,Raw Development Beruházásszervező és Mérnöki Szolgáltató Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12825374-2-43,XELESS Kft.,1225,Budapest,3900'25,"Szennyezésmentesítés, egyéb hulladékkezelés",info@xeless.hu,5970534,1685591,"XELESS GmbH,dr. Ulrich Horsmann,Cay-Dietrich Köhn",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25528840-2-41,Village Media Kft.,1135,Budapest,7312'25,Médiareklám,zsuzsanna.bihari@villagemedia.hu,5822192,1685482,Hidvégi Krisztina,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10467158-2-44,Mondelez Hungária Kft.,1117,Budapest,4636'25,"Cukor, édesség nagykereskedelme",Mondelez.GyoriKeksz.Hu@mdlz.com,71272480,1678703,Kraft Foods Schweiz Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27449192-2-42,Kórház- és Menzaétkeztetés Zrt.,1103,Budapest,5622'25,Szerződéses étkeztetés és egyéb vendéglátás,iroda@gasztvital.hu,10400013,1677006,KWASA Vagyonkezelő Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14927939-2-44,MET Magyarország Zrt.,1117,Budapest,3523'25,Gázkereskedelem,info.methu@met.com,230835496,1670569,MET Sales and Trading Holding AG,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10969777-2-41,Duna Szálloda Zrt.,1052,Budapest,5510'25,Szállodai szolgáltatás,info@bdpstzrt.hu,14711262,1663116,BDPST Corso Béta Investment Ingatlanberuházó Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26593975-4-43,RB (Hygiene Home) Hungary Kft.,1113,Budapest,4644'25,"Porcelán-, üvegáru-, tisztítószer-nagykereskedelem",rb.hungary@rb.com,49085758,1658805,Maddison Square Holding B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11961552-2-42,Peek & Cloppenburg Kft.,1087,Budapest,4771'25,Ruházat-kiskereskedelem,accounting.hungary@peek-cloppenburg.com,13763006,1642630,Peek & Cloppenburg Holding B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10929795-2-41,GE Energy Zrt.,1138,Budapest,2521'25,"Központi fűtési radiátor, gőzkazán, kazán gyártása",GEVernova.Hungary@gevernova.com,4509079,1622153,GE Power Global B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12170643-2-41,MBH Ingatlanfejlesztő Kft.,1134,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",MKB_Uzemeltetesi_Kft@mkb.hu,8499567,1621701,MBH Bank Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26711638-2-41,Cargo Capacity Management Kft.,1134,Budapest,5223'25,Légi szállítást kiegészítő szolgáltatás,commercial@cargocm.com,1886990,1620338,"Alper Arat,Hakan Erman",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13079026-2-44,Szentkirályi Magyarország Kft.,1117,Budapest,1107'25,"Üdítőital, ásványvíz gyártása",szentkiraly@szentkiralyi.hu,42344796,1619388,Central Europe Mineral Water Holding a.s.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26332392-2-44,MVM Ügyfélkapcsolati Kft.,1081,Budapest,8220'25,Telefonos ügyfélszolgálat,mvmugyfelkapcsolat@mvm.hu,57965900,1605142,"MVM Next Energiakereskedelmi Zrt.,MVM Főgáz Földgázhálózati Kft.,MVM Égáz-Dégáz Földgázhálózati Zrt.,MVM Démász Áramhálózati Kft.,MVM Émász Áramhálózáti Kft.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11805555-2-42,HUNG-ISTER ZRt.,1152,Budapest,5911'25,"Film, videó, televízióműsor készítése",titkarsag@hungister.hu,3638316,1602091,Közép-Európai Sajtó és Média Alapítvány,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14593569-2-41,OPTINVEST Zrt.,1052,Budapest,6811'25,Saját tulajdonú ingatlan adásvétele,client@meyerlevinson.com,3036093,1601006,DBS MATTHEWS Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13947109-2-43,Express One Hungary Kft.,1239,Budapest,5320'25,"Egyéb postai, futárpostai tevékenység",pesztericzp@tof.hu,35274308,1596596,Post 207 Beteiligungs GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10904864-2-44,AstraZeneca Kft.,1117,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",hu-info@astrazeneca.com,144137922,1591708,AstraZeneca Continent B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27096282-2-43,Certus Software Zrt.,1112,Budapest,6290'25,Egyéb információtechnológiai szolgáltatás,iroda@certus.software,12070553,1588233,VERZASCA Magántőkealap,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13282060-2-43,ASIX DISTRIBUTION Kft.,1095,Budapest,4639'25,"Élelmiszer, ital, dohányáru vegyes nagykereskedelme",titkarsag@asix-kft.hu,20412949,1586848,"Food Invest Hungary Korlátolt Felelősségű Társaság,RKBI Tanácsadó és Szolgáltató Korlátolt Felelősségű Társaság,Scopebell LLC",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23469507-2-44,Areus Zrt.,1037,Budapest,6290'25,Egyéb információtechnológiai szolgáltatás,info@areus.hu,21900953,1583643,Areus Holding Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13615776-2-41,Baldauf Invest Kft.,1028,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",iroda@cba-baldauf.hu,1881033,1582428,Baldauf Zsuzsanna,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11755072-2-41,Tecton Kft.,1031,Budapest,7111'25,Építészmérnöki tevékenység,tecton@tecton.co.hu,8846213,1579640,"APELSO TRUST Bizalmi Vagyonkezelő Zártkörűen Működő Részvénytársaság,Varga Béla,Kyung-Suk Na,Jakab Endre Tamás,Jancovic Peter,Kovács Bence Zoltán",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14652435-2-44,BP BSC Kft,1133,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",andras.bajkai@ec1.bp.com,70243559,1578882,BP Global Investments Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10361942-2-43,VMLY&R Hungary Kft.,1113,Budapest,7311'25,Reklámügynöki tevékenység,info@vmlyr.hu,1141108,1575527,"Young & Rubicam International Group B.V.,WPP Brands Holding (UK) Limited",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10923153-2-44,AUTÓCENTRUM Szabó Kft.,1221,Budapest,4781'25,Gépjármű-kiskereskedelem,,39283635,1563511,"Szabó László István,Szabóné Bánky Györgyike",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25062230-2-41,Finshape Hungary Kft.,1027,Budapest,6210'25,Számítógépes programozás,finance.hu@finshape.com,9495532,1563330,PHOENIX PLAY INVEST Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27447327-2-41,CLAIM SERVICE Zrt.,1024,Budapest,8299'25,M.n.s. egyéb üzletmenetet támogató szolgáltatás,penzugy@claimservice.hu,3935496,1562870,\N,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11365073-2-42,Multi Alarm Zrt.,1106,Budapest,8009'25,M.n.s. biztonsági tevékenység,budapest@multialarm.hu,10992181,1562146,Zsolt László Miklós,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25763515-2-41,CK Solution Kft.,1053,Budapest,4324'25,Egyéb épületgépészeti szerelés,kcoh@cksolution.co.kr,6614499,1555150,"CK Solution Co., Ltd.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12657496-2-41,DORSUM Zrt.,1012,Budapest,6210'25,Számítógépes programozás,dorsum@dorsum.eu,8088921,1550502,"4ONE INVEST Korlátolt Felelősségű Társaság,KR-HU Invest Korlátolt Felelősségű Társaság,Kő Róbert,Földesy László,Csorba Gyula",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12833625-4-44,Magyar Posta Életbiztosító Zrt.,1134,Budapest,6511'25,Életbiztosítás,info@mpb.hu,39320000,1550000,"Magyar Posta Zártkörűen Működő Részvénytársaság,Gránit Biztosító Zártkörűen Működő Részvénytársaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12370465-2-42,Vezér Center Kft,1106,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",company_hu@ece.com,3749756,1549407,CURA Beteiligungsgesellschaft International m.b.H.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13454904-2-41,BN Zrt.,1023,Budapest,6811'25,Saját tulajdonú ingatlan adásvétele,bnzrt@bgcegugyek.hu,5132770,1539866,Biggeorge Property Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10890479-2-44,RONDO Kft.,1239,Budapest,1721'25,Papír csomagolóeszköz gyártása,zsolt.miklos@rondo-ganahl.com,21243119,1539083,Ganahl Aktiengesellschaft,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10250378-2-41,Kempinski Hotel Budapest Zrt.,1051,Budapest,5510'25,Szállodai szolgáltatás,hotel.corvinus@kempinski.com,12720322,1533931,"Corvin S.A.,Kempinski Hotels S.A.,Rolaco Holdings S.A.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27871546-2-41,AGRILIFE EUROPE Kft.,1132,Budapest,4685'25,Vegyi áru nagykereskedelme,dmytrozemka@gmail.com,8185905,1526676,Agrilife Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10862089-2-43,PRANGL-Hungaria Kft.,1239,Budapest,7732'25,Építőipari gép kölcsönzése,office@prangl.hu,7469666,1518102,Prangl Holding Ges.m.b.H,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12857074-2-43,Inter-Computer-Informatika Zrt.,1118,Budapest,4650'25,"Információtechnológiai, híradástechnikai termék nagykereskedelme",info@intercomputer.hu,22252661,1518072,Inter-Computer-Holding Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
22986054-4-41,Greenergy-Service Kft.,1138,Budapest,4324'25,Egyéb épületgépészeti szerelés,,5221665,1517025,Greenergy Holding Vagyonkezelő Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25953534-2-43,MOL Fleet Solution Kft.,1117,Budapest,7711'25,Személygépjármű kölcsönzése,cegkapu_fleetsolution@mol.hu,15460567,1515900,MOL Mercarius Holding Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10485817-2-44,RN Hungary Kft.,1097,Budapest,4671'25,Gépjármű nagykereskedelme,renault.penzugy@renault.hu,91626218,1511700,AutoWallis Caetano Holding Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24801991-2-44,AMC Networks Central Europe Kft.,1139,Budapest,6020'25,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",info@ce.amcnetworks.com,25470961,1509634,AMC Central Europe Holdings B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10924367-2-42,VOLÁNPACK Zrt.,1108,Budapest,8292'25,Csomagolás,volanpack@volanpack.hu,5523410,1285012,"Egyéb részvényes (VOLÁNPACK Zrt.),Ács Antal Balázs,Szabó Imréné,Dolf János,Doma Tamás",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10443785-2-42,Deloitte Kft.,1068,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",cehuihl@deloitte.com,9592280,1503235,"Deloitte Magyarország Korlátolt Felelősségű Társaság,Deloitte Central Europe Shareholding Plc,Molnár Gábor,Bodor Kornél,Horváth Tamás",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
29314151-2-43,Wotan Networking Kft.,1116,Budapest,4650'25,"Információtechnológiai, híradástechnikai termék nagykereskedelme",kato.milan@wtnkft.hu,3044588,1502513,"Benes Péter,Kató Milán",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12238972-4-44,Euroleasing Zrt.,1134,Budapest,6491'25,Pénzügyi lízing,info@euroleasing.hu,39331583,1499872,MBH Bank Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14633610-2-41,Universal Production Partners Hungary Kft.,1041,Budapest,5912'25,"Film, videó, televízióműsor készítésének utómunkálatai",info@upp.hu,3323370,1499770,Universal Production Partners a.s.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12045503-2-44,Kia Hungary Kft.,1117,Budapest,4671'25,Gépjármű nagykereskedelme,info@kiahungary.hu,67236551,1498133,KIA Austria Gesellschaft m.b.h.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10557675-2-44,B.Braun Medical Kft.,1023,Budapest,2226'25,Egyéb műanyag termék gyártása,infohu@bbraun.com,64046736,1496794,B.Braun-Austria Gesellschaft mit beschränkter Haftung,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10445952-2-44,Pappas Auto Magyarország Kft.,1133,Budapest,4781'25,Gépjármű-kiskereskedelem,info@pappas.hu,177225650,1492595,Pappas Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11854463-2-44,Partner in Pet Food Hungária Kft.,1112,Budapest,1092'25,Hobbiállat-eledel gyártása,info@ppfeurope.com,87435000,1492000,Artemis Acquisitions (UK) Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
29213490-2-41,Laser Light Kft.,1138,Budapest,3250'25,Orvosi eszköz gyártása,rtamas71@gmail.com,2900889,1483907,Rózsa Tamás,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23343465-2-44,PricewaterhouseCoopers Magyarország Kft.,1055,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",hu_info@pwc.com,17048152,1481672,"PricewaterhouseCoopers Polska Spólka z Organiczona Odpowiedzialnoscia Audyt Spólka Komandytowa,PricewaterhouseCoopers Eastern Europe B.V.,PricewaterhouseCoopers Services (Central&Eastern Europe) Limited,PricewaterhouseCoopers (Central&Eastern Europe) Limited",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12527942-2-41,DELRUS EUROPE Kft,1134,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",,3660708,1479495,Magadeev Yulay,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26217323-4-41,Magyar Posta Ingatlankezelő Kft.,1138,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",info@mping.posta.hu,2815115,1471982,Magyar Posta Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26216339-2-41,rav Central Udvar Kft.,1024,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",office@galcap-europe.com,3944782,1470725,rav HoldCo HU Budapest Central Udvar Société á responsabilité limitée,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
28771315-2-44,IMG Solution Zrt.,1023,Budapest,4740'25,"Információs, híradástechnikai termék kiskereskedelme",info@imgsolution.hu,19538643,1449170,"Szentgyörgyi Gábor János,Szentgyörgyi Gábor János,Trkala Miklós Barnabás",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
